
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.9                                            Model: Raumlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Demo data                                           

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
    65.00    35.00   283.93    54.14     3.54    21.45    20.87    -2.72    -2.17     1.47    63.61    34.57     0.00     0.00
    65.00    40.00   157.19    49.35    -3.79    21.45    20.96    -2.72    -2.26     1.23    63.61    39.45     0.00     0.00
    65.00    45.00    95.97    47.04    -8.66    21.45    21.02    -2.72    -2.34     0.98    63.61    44.31     0.00     0.00
    65.00    50.00    59.03    45.64   -12.60    21.45    21.06    -2.72    -2.44     0.74    63.61    49.16     0.00     0.00
    65.00    55.00    33.72    44.68   -16.12    21.45    21.12    -2.72    -2.53     0.49    63.61    53.99     0.00     0.00
    65.00    60.00    14.88    43.97   -19.39    21.45    21.24    -2.72    -2.62     0.25    63.61    58.81     0.00     0.00
    65.00    65.00     0.00    43.41   -22.52    21.45    21.45    -2.72    -2.72     0.00    63.61    63.61     0.00     0.00
    65.00    70.00   -12.29    42.94   -25.55    21.45    21.80    -2.72    -2.81    -0.25    63.61    68.40     0.00     0.00
    65.00    75.00   -22.81    42.55   -28.53    21.45    22.35    -2.72    -2.91    -0.50    63.61    73.17     0.00     0.00
    65.00    80.00   -32.09    42.20   -31.46    21.45    23.15    -2.72    -3.00    -0.74    63.61    77.93     0.00     0.00
    65.00     0.00  -140.96    38.08     5.12    21.45    18.00    -2.72    -1.75     3.17    63.61     0.00     0.00     0.00
    65.00    -5.00  -117.30    38.97     8.51    21.45    17.25    -2.72    -1.73     3.41    63.61    -5.01     0.00     0.00
    65.00   -10.00   -98.21    39.70    11.72    21.45    16.48    -2.72    -1.72     3.65    63.61   -10.03     0.00     0.00
    65.00   -15.00   -81.72    40.32    14.83    21.45    15.73    -2.72    -1.72     3.90    63.61   -15.08     0.00     0.00
    65.00   -20.00   -66.61    40.89    17.88    21.45    15.09    -2.72    -1.75     4.14    63.61   -20.14     0.00     0.00
    65.00   -25.00   -52.02    41.44    20.90    21.45    14.67    -2.72    -1.79     4.38    63.61   -25.22     0.00     0.00
    65.00   -30.00   -37.21    42.00    23.93    21.45    14.65    -2.72    -1.87     4.62    63.61   -30.33     0.00     0.00
    65.00   -35.00   -21.45    42.60    26.98    21.45    15.29    -2.72    -1.97     4.86    63.61   -35.46     0.00     0.00
    65.00   -40.00    -3.83    43.26    30.10    21.45    16.99    -2.72    -2.11     5.10    63.61   -40.62     0.00     0.00
    65.00   -45.00    16.90    44.05    33.32    21.45    20.43    -2.72    -2.30     5.33    63.61   -45.80     0.00     0.00
    65.00   -50.00    42.76    45.03    36.73    21.45    26.76    -2.72    -2.55     5.57    63.61   -51.00     0.00     0.00
    65.00   -55.00    77.45    46.34    40.46    21.45    38.15    -2.72    -2.89     5.81    63.61   -56.24     0.00     0.00
    65.00   -60.00   128.94    48.28    44.82    21.45    59.32    -2.72    -3.36     6.05    63.61   -61.51     0.00     0.00
    65.00   -65.00   219.70    51.72    50.66    21.45   103.36    -2.72    -4.04     6.28    63.61   -66.78     0.00     0.00
    65.00   -70.00   477.86    61.48    62.87    21.45   243.04    -2.72    -5.23     6.53    63.61   -71.93     0.00     0.00
    65.00   -75.00   857.17    75.82    78.43    21.45   431.35    -2.72    -6.00     6.66    63.61   -74.04     0.00  -658.47
    65.00   -80.00   874.42    76.47    79.80    21.45   405.99    -2.72    -6.03     6.74    63.61   -75.69     0.00 -1511.53
    70.00     0.00  -211.84    32.13    -3.41    21.80    18.00    -2.81    -1.75     3.42    68.40     0.00     0.00     0.00
    70.00     5.00  -278.10    28.93    -9.11    21.80    18.68    -2.81    -1.79     3.18    68.40     4.99     0.00     0.00
    70.00    10.00  -402.53    22.92   -17.62    21.80    19.28    -2.81    -1.83     2.94    68.40     9.96     0.00     0.00
    70.00    15.00  -746.09     6.34   -36.72    21.80    19.79    -2.81    -1.89     2.69    68.40    14.91     0.00     0.00
    70.00    20.00 -8554.60  -370.53  -416.11    21.80    20.19    -2.81    -1.95     2.45    68.40    19.85     0.00     0.00
    70.00    25.00   805.33    81.22    33.11    21.80    20.50    -2.81    -2.02     2.21    68.40    24.78     0.00     0.00
    70.00    30.00   355.83    59.53     8.88    21.80    20.72    -2.81    -2.09     1.96    68.40    29.68     0.00     0.00
    70.00    35.00   212.79    52.62    -0.56    21.80    20.87    -2.81    -2.17     1.72    68.40    34.57     0.00     0.00
    70.00    40.00   141.08    49.16    -6.56    21.80    20.96    -2.81    -2.26     1.48    68.40    39.45     0.00     0.00
    70.00    45.00    97.16    47.04   -11.22    21.80    21.02    -2.81    -2.34     1.23    68.40    44.31     0.00     0.00
    70.00    50.00    66.93    45.58   -15.23    21.80    21.06    -2.81    -2.44     0.99    68.40    49.16     0.00     0.00
    70.00    55.00    44.46    44.50   -18.87    21.80    21.12    -2.81    -2.53     0.74    68.40    53.99     0.00     0.00
    70.00    60.00    26.78    43.64   -22.29    21.80    21.24    -2.81    -2.62     0.49    68.40    58.81     0.00     0.00
    70.00    65.00    12.29    42.94   -25.55    21.80    21.45    -2.81    -2.72     0.25    68.40    63.61     0.00     0.00
    70.00    70.00     0.00    42.35   -28.72    21.80    21.80    -2.81    -2.81     0.00    68.40    68.40     0.00     0.00
    70.00    75.00   -10.72    41.83   -31.81    21.80    22.35    -2.81    -2.91    -0.25    68.40    73.17     0.00     0.00
    70.00    80.00   -20.28    41.37   -34.85    21.80    23.15    -2.81    -3.00    -0.50    68.40    77.93     0.00     0.00
    70.00     0.00  -211.84    32.13    -3.41    21.80    18.00    -2.81    -1.75     3.42    68.40     0.00     0.00     0.00
    70.00    -5.00  -169.19    34.19     1.15    21.80    17.25    -2.81    -1.73     3.66    68.40    -5.01     0.00     0.00
    70.00   -10.00  -138.21    35.68     5.14    21.80    16.48    -2.81    -1.72     3.90    68.40   -10.03     0.00     0.00
    70.00   -15.00  -113.60    36.87     8.81    21.80    15.73    -2.81    -1.72     4.14    68.40   -15.08     0.00     0.00
    70.00   -20.00   -92.57    37.88    12.30    21.80    15.09    -2.81    -1.75     4.38    68.40   -20.14     0.00     0.00
    70.00   -25.00   -73.42    38.81    15.70    21.80    14.67    -2.81    -1.79     4.63    68.40   -25.22     0.00     0.00
    70.00   -30.00   -54.93    39.70    19.06    21.80    14.65    -2.81    -1.87     4.87    68.40   -30.33     0.00     0.00
    70.00   -35.00   -36.02    40.61    22.43    21.80    15.29    -2.81    -1.97     5.11    68.40   -35.46     0.00     0.00
    70.00   -40.00   -15.55    41.60    25.86    21.80    16.99    -2.81    -2.11     5.35    68.40   -40.62     0.00     0.00
    70.00   -45.00     7.94    42.73    29.44    21.80    20.43    -2.81    -2.30     5.58    68.40   -45.80     0.00     0.00
    70.00   -50.00    36.77    44.13    33.26    21.80    26.76    -2.81    -2.55     5.82    68.40   -51.00     0.00     0.00
    70.00   -55.00    75.05    45.97    37.53    21.80    38.15    -2.81    -2.89     6.06    68.40   -56.24     0.00     0.00
    70.00   -60.00   131.77    48.71    42.68    21.80    59.32    -2.81    -3.36     6.30    68.40   -61.51     0.00     0.00
    70.00   -65.00   232.64    53.58    49.95    21.80   103.36    -2.81    -4.04     6.53    68.40   -66.78     0.00     0.00
    70.00   -70.00   530.61    67.96    66.78    21.80   243.04    -2.81    -5.23     6.78    68.40   -71.93     0.00     0.00
    70.00   -75.00  1003.48    90.78    90.83    21.80   431.35    -2.81    -6.00     6.92    68.40   -74.04     0.00  -658.47
    70.00   -80.00  1023.31    91.74    92.50    21.80   405.99    -2.81    -6.03     6.99    68.40   -75.69     0.00 -1511.53
    75.00     0.00  -347.74    20.71   -17.40    22.35    18.00    -2.91    -1.75     3.67    73.17     0.00     0.00     0.00
    75.00     5.00  -526.20    10.20   -30.41    22.35    18.68    -2.91    -1.79     3.43    73.17     4.99     0.00     0.00
    75.00    10.00 -1089.08   -22.96   -66.09    22.35    19.28    -2.91    -1.83     3.18    73.17     9.96     0.00     0.00
    75.00    15.00  9530.55   602.73   557.09    22.35    19.79    -2.91    -1.89     2.94    73.17    14.91     0.00     0.00
    75.00    20.00   830.06    90.11    41.95    22.35    20.19    -2.91    -1.95     2.70    73.17    19.85     0.00     0.00
    75.00    25.00   412.59    65.51    14.83    22.35    20.50    -2.91    -2.02     2.46    73.17    24.78     0.00     0.00
    75.00    30.00   261.95    56.64     3.42    22.35    20.72    -2.91    -2.09     2.21    73.17    29.68     0.00     0.00
    75.00    35.00   182.97    51.98    -3.77    22.35    20.87    -2.91    -2.17     1.97    73.17    34.57     0.00     0.00
    75.00    40.00   133.55    49.07    -9.22    22.35    20.96    -2.91    -2.26     1.72    73.17    39.45     0.00     0.00
    75.00    45.00    99.17    47.05   -13.79    22.35    21.02    -2.91    -2.34     1.48    73.17    44.31     0.00     0.00
    75.00    50.00    73.49    45.53   -17.86    22.35    21.06    -2.91    -2.44     1.23    73.17    49.16     0.00     0.00
    75.00    55.00    53.30    44.34   -21.60    22.35    21.12    -2.91    -2.53     0.99    73.17    53.99     0.00     0.00
    75.00    60.00    36.77    43.37   -25.14    22.35    21.24    -2.91    -2.62     0.74    73.17    58.81     0.00     0.00
    75.00    65.00    22.81    42.55   -28.53    22.35    21.45    -2.91    -2.72     0.50    73.17    63.61     0.00     0.00
    75.00    70.00    10.72    41.83   -31.81    22.35    21.80    -2.91    -2.81     0.25    73.17    68.40     0.00     0.00
    75.00    75.00     0.00    41.20   -35.02    22.35    22.35    -2.91    -2.91     0.00    73.17    73.17     0.00     0.00
    75.00    80.00    -9.68    40.63   -38.17    22.35    23.15    -2.91    -3.00    -0.25    73.17    77.93     0.00     0.00
    75.00     0.00  -347.74    20.71   -17.40    22.35    18.00    -2.91    -1.75     3.67    73.17     0.00     0.00     0.00
    75.00    -5.00  -257.64    26.02    -9.59    22.35    17.25    -2.91    -1.73     3.91    73.17    -5.01     0.00     0.00
    75.00   -10.00  -201.41    29.34    -3.78    22.35    16.48    -2.91    -1.72     4.15    73.17   -10.03     0.00     0.00
    75.00   -15.00  -161.41    31.69     1.06    22.35    15.73    -2.91    -1.72     4.39    73.17   -15.08     0.00     0.00
    75.00   -20.00  -130.07    33.54     5.38    22.35    15.09    -2.91    -1.75     4.63    73.17   -20.14     0.00     0.00
    75.00   -25.00  -103.51    35.10     9.42    22.35    14.67    -2.91    -1.79     4.88    73.17   -25.22     0.00     0.00
    75.00   -30.00   -79.34    36.53    13.31    22.35    14.65    -2.91    -1.87     5.12    73.17   -30.33     0.00     0.00
    75.00   -35.00   -55.82    37.91    17.15    22.35    15.29    -2.91    -1.97     5.36    73.17   -35.46     0.00     0.00
    75.00   -40.00   -31.39    39.35    21.04    22.35    16.99    -2.91    -2.11     5.60    73.17   -40.62     0.00     0.00
    75.00   -45.00    -4.18    40.96    25.08    22.35    20.43    -2.91    -2.30     5.83    73.17   -45.80     0.00     0.00
    75.00   -50.00    28.48    42.88    29.44    22.35    26.76    -2.91    -2.55     6.07    73.17   -51.00     0.00     0.00
    75.00   -55.00    71.30    45.40    34.38    22.35    38.15    -2.91    -2.89     6.31    73.17   -56.24     0.00     0.00
    75.00   -60.00   134.55    49.13    40.52    22.35    59.32    -2.91    -3.36     6.55    73.17   -61.51     0.00     0.00
    75.00   -65.00   248.26    55.83    49.63    22.35   103.36    -2.91    -4.04     6.78    73.17   -66.78     0.00     0.00
    75.00   -70.00   600.99    76.61    72.86    22.35   243.04    -2.91    -5.23     7.03    73.17   -71.93     0.00     0.00
    75.00   -75.00  1223.53   113.29   110.76    22.35   431.35    -2.91    -6.00     7.17    73.17   -74.04     0.00  -658.47
    75.00   -80.00  1246.83   114.66   112.85    22.35   405.99    -2.91    -6.03     7.24    73.17   -75.69     0.00 -1511.53
    80.00     0.00  -701.96    -9.03   -49.72    23.15    18.00    -3.00    -1.75     3.92    77.93     0.00     0.00     0.00
    80.00     5.00 -1748.16   -82.05  -125.24    23.15    18.68    -3.00    -1.79     3.68    77.93     4.99     0.00     0.00
    80.00    10.00  3344.03   273.34   227.63    23.15    19.28    -3.00    -1.83     3.43    77.93     9.96     0.00     0.00
    80.00    15.00   823.61    97.44    49.22    23.15    19.79    -3.00    -1.89     3.19    77.93    14.91     0.00     0.00
    80.00    20.00   454.40    71.67    20.93    23.15    20.19    -3.00    -1.95     2.95    77.93    19.85     0.00     0.00
    80.00    25.00   303.85    61.16     7.90    23.15    20.50    -3.00    -2.02     2.71    77.93    24.78     0.00     0.00
    80.00    30.00   220.89    55.37    -0.42    23.15    20.72    -3.00    -2.09     2.46    77.93    29.68     0.00     0.00
    80.00    35.00   167.60    51.65    -6.68    23.15    20.87    -3.00    -2.17     2.22    77.93    34.57     0.00     0.00
    80.00    40.00   129.98    49.03   -11.84    23.15    20.96    -3.00    -2.26     1.97    77.93    39.45     0.00     0.00
    80.00    45.00   101.65    47.05   -16.37    23.15    21.02    -3.00    -2.34     1.73    77.93    44.31     0.00     0.00
    80.00    50.00    79.27    45.49   -20.48    23.15    21.06    -3.00    -2.44     1.48    77.93    49.16     0.00     0.00
    80.00    55.00    60.94    44.21   -24.32    23.15    21.12    -3.00    -2.53     1.24    77.93    53.99     0.00     0.00
    80.00    60.00    45.46    43.13   -27.96    23.15    21.24    -3.00    -2.62     0.99    77.93    58.81     0.00     0.00
    80.00    65.00    32.09    42.20   -31.46    23.15    21.45    -3.00    -2.72     0.74    77.93    63.61     0.00     0.00
    80.00    70.00    20.28    41.37   -34.85    23.15    21.80    -3.00    -2.81     0.50    77.93    68.40     0.00     0.00
    80.00    75.00     9.68    40.63   -38.17    23.15    22.35    -3.00    -2.91     0.25    77.93    73.17     0.00     0.00
    80.00    80.00     0.00    39.96   -41.42    23.15    23.15    -3.00    -3.00     0.00    77.93    77.93     0.00     0.00
    80.00     0.00  -701.96    -9.03   -49.72    23.15    18.00    -3.00    -1.75     3.92    77.93     0.00     0.00     0.00
    80.00    -5.00  -437.51     9.42   -28.77    23.15    17.25    -3.00    -1.73     4.16    77.93    -5.01     0.00     0.00
    80.00   -10.00  -313.68    18.07   -17.63    23.15    16.48    -3.00    -1.72     4.40    77.93   -10.03     0.00     0.00
    80.00   -15.00  -239.41    23.25    -9.97    23.15    15.73    -3.00    -1.72     4.64    77.93   -15.08     0.00     0.00
    80.00   -20.00  -187.82    26.85    -3.89    23.15    15.09    -3.00    -1.75     4.89    77.93   -20.14     0.00     0.00
    80.00   -25.00  -147.97    29.63     1.37    23.15    14.67    -3.00    -1.79     5.13    77.93   -25.22     0.00     0.00
    80.00   -30.00  -114.37    31.97     6.17    23.15    14.65    -3.00    -1.87     5.37    77.93   -30.33     0.00     0.00
    80.00   -35.00   -83.68    34.12    10.77    23.15    15.29    -3.00    -1.97     5.61    77.93   -35.46     0.00     0.00
    80.00   -40.00   -53.38    36.23    15.34    23.15    16.99    -3.00    -2.11     5.85    77.93   -40.62     0.00     0.00
    80.00   -45.00   -20.96    38.49    20.04    23.15    20.43    -3.00    -2.30     6.09    77.93   -45.80     0.00     0.00
    80.00   -50.00    16.83    41.13    25.11    23.15    26.76    -3.00    -2.55     6.32    77.93   -51.00     0.00     0.00
    80.00   -55.00    65.56    44.53    30.93    23.15    38.15    -3.00    -2.89     6.56    77.93   -56.24     0.00     0.00
    80.00   -60.00   137.24    49.53    38.34    23.15    59.32    -3.00    -3.36     6.80    77.93   -61.51     0.00     0.00
    80.00   -65.00   267.82    58.65    49.86    23.15   103.36    -3.00    -4.04     7.03    77.93   -66.78     0.00     0.00
    80.00   -70.00   700.51    88.85    82.51    23.15   243.04    -3.00    -5.23     7.28    77.93   -71.93     0.00     0.00
    80.00   -75.00  1594.55   151.24   146.13    23.15   431.35    -3.00    -6.00     7.42    77.93   -74.04     0.00  -658.47
    80.00   -80.00  1622.50   153.19   148.80    23.15   405.99    -3.00    -6.03     7.49    77.93   -75.69     0.00 -1511.53
     0.00     0.00     0.00    49.92    49.92    18.00    18.00    -1.75    -1.75     0.00     0.00     0.00     0.00     0.00
     0.00     5.00    -0.04    49.92    47.42    18.00    18.68    -1.75    -1.79    -0.24     0.00     4.99     0.00     0.00
     0.00    10.00     0.59    49.87    44.85    18.00    19.28    -1.75    -1.83    -0.48     0.00     9.96     0.00     0.00
     0.00    15.00     1.95    49.75    42.22    18.00    19.79    -1.75    -1.89    -0.72     0.00    14.91     0.00     0.00
     0.00    20.00     4.15    49.57    39.52    18.00    20.19    -1.75    -1.95    -0.97     0.00    19.85     0.00     0.00
     0.00    25.00     7.32    49.30    36.73    18.00    20.50    -1.75    -2.02    -1.21     0.00    24.78     0.00     0.00
     0.00    30.00    11.70    48.94    33.83    18.00    20.72    -1.75    -2.09    -1.45     0.00    29.68     0.00     0.00
     0.00    35.00    17.58    48.44    30.80    18.00    20.87    -1.75    -2.17    -1.70     0.00    34.57     0.00     0.00
     0.00    40.00    25.42    47.78    27.60    18.00    20.96    -1.75    -2.26    -1.94     0.00    39.45     0.00     0.00
     0.00    45.00    35.91    46.90    24.17    18.00    21.02    -1.75    -2.34    -2.19     0.00    44.31     0.00     0.00
     0.00    50.00    50.12    45.71    20.43    18.00    21.06    -1.75    -2.44    -2.43     0.00    49.16     0.00     0.00
     0.00    55.00    69.81    44.05    16.22    18.00    21.12    -1.75    -2.53    -2.68     0.00    53.99     0.00     0.00
     0.00    60.00    98.08    41.68    11.28    18.00    21.24    -1.75    -2.62    -2.92     0.00    58.81     0.00     0.00
     0.00    65.00   140.96    38.08     5.12    18.00    21.45    -1.75    -2.72    -3.17     0.00    63.61     0.00     0.00
     0.00    70.00   211.84    32.13    -3.41    18.00    21.80    -1.75    -2.81    -3.42     0.00    68.40     0.00     0.00
     0.00    75.00   347.74    20.71   -17.40    18.00    22.35    -1.75    -2.91    -3.67     0.00    73.17     0.00     0.00
     0.00    80.00   701.96    -9.03   -49.72    18.00    23.15    -1.75    -3.00    -3.92     0.00    77.93     0.00     0.00
     0.00     0.00     0.00    49.92    49.92    18.00    18.00    -1.75    -1.75     0.00     0.00     0.00     0.00     0.00
     0.00    -5.00     0.67    49.86    52.36    18.00    17.25    -1.75    -1.73     0.24     0.00    -5.01     0.00     0.00
     0.00   -10.00     1.96    49.75    54.74    18.00    16.48    -1.75    -1.72     0.48     0.00   -10.03     0.00     0.00
     0.00   -15.00     3.91    49.59    57.06    18.00    15.73    -1.75    -1.72     0.72     0.00   -15.08     0.00     0.00
     0.00   -20.00     6.55    49.37    59.32    18.00    15.09    -1.75    -1.75     0.96     0.00   -20.14     0.00     0.00
     0.00   -25.00    10.00    49.08    61.50    18.00    14.67    -1.75    -1.79     1.20     0.00   -25.22     0.00     0.00
     0.00   -30.00    14.39    48.71    63.60    18.00    14.65    -1.75    -1.87     1.44     0.00   -30.33     0.00     0.00
     0.00   -35.00    19.96    48.24    65.59    18.00    15.29    -1.75    -1.97     1.68     0.00   -35.46     0.00     0.00
     0.00   -40.00    27.04    47.65    67.44    18.00    16.99    -1.75    -2.11     1.92     0.00   -40.62     0.00     0.00
     0.00   -45.00    36.19    46.88    69.11    18.00    20.43    -1.75    -2.30     2.16     0.00   -45.80     0.00     0.00
     0.00   -50.00    48.31    45.86    70.53    18.00    26.76    -1.75    -2.55     2.39     0.00   -51.00     0.00     0.00
     0.00   -55.00    65.05    44.45    71.54    18.00    38.15    -1.75    -2.89     2.63     0.00   -56.24     0.00     0.00
     0.00   -60.00    89.74    42.38    71.88    18.00    59.32    -1.75    -3.36     2.87     0.00   -61.51     0.00     0.00
     0.00   -65.00   130.90    38.92    70.83    18.00   103.36    -1.75    -4.04     3.10     0.00   -66.78     0.00     0.00
     0.00   -70.00   228.03    30.77    65.12    18.00   243.04    -1.75    -5.23     3.34     0.00   -71.93     0.00     0.00
     0.00   -75.00   331.65    22.07    57.65    18.00   431.35    -1.75    -6.00     3.47     0.00   -74.04     0.00  -658.47
     0.00   -80.00   338.40    21.50    57.79    18.00   405.99    -1.75    -6.03     3.54     0.00   -75.69     0.00 -1511.53
    -5.00     0.00    -0.67    49.86    52.36    17.25    18.00    -1.73    -1.75    -0.24    -5.01     0.00     0.00     0.00
    -5.00     5.00    -0.74    49.87    49.86    17.25    18.68    -1.73    -1.79    -0.48    -5.01     4.99     0.00     0.00
    -5.00    10.00    -0.18    49.82    47.30    17.25    19.28    -1.73    -1.83    -0.72    -5.01     9.96     0.00     0.00
    -5.00    15.00     1.06    49.70    44.67    17.25    19.79    -1.73    -1.89    -0.97    -5.01    14.91     0.00     0.00
    -5.00    20.00     3.07    49.52    41.97    17.25    20.19    -1.73    -1.95    -1.21    -5.01    19.85     0.00     0.00
    -5.00    25.00     5.97    49.25    39.17    17.25    20.50    -1.73    -2.02    -1.45    -5.01    24.78     0.00     0.00
    -5.00    30.00     9.95    48.88    36.27    17.25    20.72    -1.73    -2.09    -1.69    -5.01    29.68     0.00     0.00
    -5.00    35.00    15.26    48.39    33.25    17.25    20.87    -1.73    -2.17    -1.94    -5.01    34.57     0.00     0.00
    -5.00    40.00    22.27    47.74    30.06    17.25    20.96    -1.73    -2.26    -2.18    -5.01    39.45     0.00     0.00
    -5.00    45.00    31.51    46.89    26.66    17.25    21.02    -1.73    -2.34    -2.43    -5.01    44.31     0.00     0.00
    -5.00    50.00    43.82    45.76    22.97    17.25    21.06    -1.73    -2.44    -2.67    -5.01    49.16     0.00     0.00
    -5.00    55.00    60.49    44.22    18.88    17.25    21.12    -1.73    -2.53    -2.92    -5.01    53.99     0.00     0.00
    -5.00    60.00    83.68    42.08    14.18    17.25    21.24    -1.73    -2.62    -3.17    -5.01    58.81     0.00     0.00
    -5.00    65.00   117.30    38.97     8.51    17.25    21.45    -1.73    -2.72    -3.41    -5.01    63.61     0.00     0.00
    -5.00    70.00   169.19    34.19     1.15    17.25    21.80    -1.73    -2.81    -3.66    -5.01    68.40     0.00     0.00
    -5.00    75.00   257.64    26.02    -9.59    17.25    22.35    -1.73    -2.91    -3.91    -5.01    73.17     0.00     0.00
    -5.00    80.00   437.51     9.42   -28.77    17.25    23.15    -1.73    -3.00    -4.16    -5.01    77.93     0.00     0.00
    -5.00     0.00    -0.67    49.86    52.36    17.25    18.00    -1.73    -1.75    -0.24    -5.01     0.00     0.00     0.00
    -5.00    -5.00     0.00    49.80    54.80    17.25    17.25    -1.73    -1.73     0.00    -5.01    -5.01     0.00     0.00
    -5.00   -10.00     1.27    49.68    57.17    17.25    16.48    -1.73    -1.72     0.24    -5.01   -10.03     0.00     0.00
    -5.00   -15.00     3.16    49.51    59.48    17.25    15.73    -1.73    -1.72     0.48    -5.01   -15.08     0.00     0.00
    -5.00   -20.00     5.73    49.27    61.72    17.25    15.09    -1.73    -1.75     0.72    -5.01   -20.14     0.00     0.00
    -5.00   -25.00     9.07    48.96    63.89    17.25    14.67    -1.73    -1.79     0.96    -5.01   -25.22     0.00     0.00
    -5.00   -30.00    13.32    48.57    65.96    17.25    14.65    -1.73    -1.87     1.20    -5.01   -30.33     0.00     0.00
    -5.00   -35.00    18.72    48.07    67.92    17.25    15.29    -1.73    -1.97     1.44    -5.01   -35.46     0.00     0.00
    -5.00   -40.00    25.58    47.44    69.73    17.25    16.99    -1.73    -2.11     1.68    -5.01   -40.62     0.00     0.00
    -5.00   -45.00    34.44    46.62    71.35    17.25    20.43    -1.73    -2.30     1.92    -5.01   -45.80     0.00     0.00
    -5.00   -50.00    46.17    45.54    72.70    17.25    26.76    -1.73    -2.55     2.15    -5.01   -51.00     0.00     0.00
    -5.00   -55.00    62.35    44.05    73.63    17.25    38.15    -1.73    -2.89     2.39    -5.01   -56.24     0.00     0.00
    -5.00   -60.00    86.19    41.85    73.84    17.25    59.32    -1.73    -3.36     2.63    -5.01   -61.51     0.00     0.00
    -5.00   -65.00   125.80    38.19    72.59    17.25   103.36    -1.73    -4.04     2.86    -5.01   -66.78     0.00     0.00
    -5.00   -70.00   218.68    29.62    66.47    17.25   243.04    -1.73    -5.23     3.10    -5.01   -71.93     0.00     0.00
    -5.00   -75.00   316.88    20.56    58.63    17.25   431.35    -1.73    -6.00     3.23    -5.01   -74.04     0.00  -658.47
    -5.00   -80.00   323.37    19.96    58.75    17.25   405.99    -1.73    -6.03     3.30    -5.01   -75.69     0.00 -1511.53
   -10.00     0.00    -1.96    49.75    54.74    16.48    18.00    -1.72    -1.75    -0.48   -10.03     0.00     0.00     0.00
   -10.00     5.00    -2.09    49.77    52.25    16.48    18.68    -1.72    -1.79    -0.72   -10.03     4.99     0.00     0.00
   -10.00    10.00    -1.63    49.72    49.70    16.48    19.28    -1.72    -1.83    -0.96   -10.03     9.96     0.00     0.00
   -10.00    15.00    -0.53    49.61    47.07    16.48    19.79    -1.72    -1.89    -1.21   -10.03    14.91     0.00     0.00
   -10.00    20.00     1.27    49.43    44.37    16.48    20.19    -1.72    -1.95    -1.45   -10.03    19.85     0.00     0.00
   -10.00    25.00     3.89    49.17    41.58    16.48    20.50    -1.72    -2.02    -1.69   -10.03    24.78     0.00     0.00
   -10.00    30.00     7.47    48.81    38.69    16.48    20.72    -1.72    -2.09    -1.93   -10.03    29.68     0.00     0.00
   -10.00    35.00    12.24    48.33    35.67    16.48    20.87    -1.72    -2.17    -2.18   -10.03    34.57     0.00     0.00
   -10.00    40.00    18.49    47.70    32.51    16.48    20.96    -1.72    -2.26    -2.42   -10.03    39.45     0.00     0.00
   -10.00    45.00    26.65    46.88    29.14    16.48    21.02    -1.72    -2.34    -2.67   -10.03    44.31     0.00     0.00
   -10.00    50.00    37.37    45.80    25.51    16.48    21.06    -1.72    -2.44    -2.91   -10.03    49.16     0.00     0.00
   -10.00    55.00    51.64    44.37    21.52    16.48    21.12    -1.72    -2.53    -3.16   -10.03    53.99     0.00     0.00
   -10.00    60.00    71.02    42.43    17.02    16.48    21.24    -1.72    -2.62    -3.41   -10.03    58.81     0.00     0.00
   -10.00    65.00    98.21    39.70    11.72    16.48    21.45    -1.72    -2.72    -3.65   -10.03    63.61     0.00     0.00
   -10.00    70.00   138.21    35.68     5.14    16.48    21.80    -1.72    -2.81    -3.90   -10.03    68.40     0.00     0.00
   -10.00    75.00   201.41    29.34    -3.78    16.48    22.35    -1.72    -2.91    -4.15   -10.03    73.17     0.00     0.00
   -10.00    80.00   313.68    18.07   -17.63    16.48    23.15    -1.72    -3.00    -4.40   -10.03    77.93     0.00     0.00
   -10.00     0.00    -1.96    49.75    54.74    16.48    18.00    -1.72    -1.75    -0.48   -10.03     0.00     0.00     0.00
   -10.00    -5.00    -1.27    49.68    57.17    16.48    17.25    -1.72    -1.73    -0.24   -10.03    -5.01     0.00     0.00
   -10.00   -10.00     0.00    49.56    59.53    16.48    16.48    -1.72    -1.72     0.00   -10.03   -10.03     0.00     0.00
   -10.00   -15.00     1.86    49.37    61.83    16.48    15.73    -1.72    -1.72     0.24   -10.03   -15.08     0.00     0.00
   -10.00   -20.00     4.38    49.12    64.06    16.48    15.09    -1.72    -1.75     0.48   -10.03   -20.14     0.00     0.00
   -10.00   -25.00     7.65    48.79    66.20    16.48    14.67    -1.72    -1.79     0.72   -10.03   -25.22     0.00     0.00
   -10.00   -30.00    11.80    48.37    68.25    16.48    14.65    -1.72    -1.87     0.96   -10.03   -30.33     0.00     0.00
   -10.00   -35.00    17.04    47.84    70.18    16.48    15.29    -1.72    -1.97     1.20   -10.03   -35.46     0.00     0.00
   -10.00   -40.00    23.72    47.17    71.96    16.48    16.99    -1.72    -2.11     1.44   -10.03   -40.62     0.00     0.00
   -10.00   -45.00    32.32    46.31    73.54    16.48    20.43    -1.72    -2.30     1.67   -10.03   -45.80     0.00     0.00
